Insurance Validity,Seats,c_id
Third Party insurance,5,5265
Comprehensive,5,5266
Zero Dep,5,5267
Third Party insurance,5,5268
Comprehensive,5,5269
Comprehensive,5,5270
Comprehensive,5,5271
Comprehensive,5,5272
Comprehensive,7,5273
Third Party insurance,5,5274
Comprehensive,5,5275
Comprehensive,6,5276
Comprehensive,5,5277
Comprehensive,5,5278
Third Party insurance,5,5279
Third Party insurance,5,5280
Comprehensive,5,5281
Third Party insurance,5,5282
Comprehensive,5,5283
Third Party insurance,5,5284
Third Party insurance,5,5285
Comprehensive,5,5286
Comprehensive,5,5287
Comprehensive,5,5288
Comprehensive,5,5289
Comprehensive,5,5290
Zero Dep,5,5291
Comprehensive,5,5292
Third Party insurance,5,5293
Comprehensive,5,5294
Third Party,5,5295
Comprehensive,5,5296
Third Party insurance,5,5297
Third Party insurance,5,5298
Third Party insurance,5,5299
Comprehensive,7,5300
Third Party insurance,5,5301
Comprehensive,7,5302
Third Party insurance,5,5303
Third Party insurance,5,5304
Third Party insurance,7,5305
Comprehensive,5,5306
Comprehensive,5,5307
Comprehensive,5,5308
Third Party insurance,5,5309
Third Party,5,5310
Comprehensive,5,5311
Comprehensive,5,5312
Comprehensive,5,5313
Third Party insurance,5,5314
Comprehensive,5,5315
Third Party insurance,5,5316
Comprehensive,7,5317
Third Party insurance,5,5318
Third Party insurance,5,5319
Third Party insurance,5,5320
Third Party insurance,5,5321
Comprehensive,5,5322
Comprehensive,5,5323
Comprehensive,5,5324
Comprehensive,5,5325
Comprehensive,5,5326
Comprehensive,5,5327
Third Party,5,5328
Comprehensive,5,5329
Zero Dep,5,5330
Third Party insurance,5,5331
Comprehensive,5,5332
Comprehensive,5,5333
Third Party insurance,5,5334
Comprehensive,5,5335
Comprehensive,5,5336
Third Party insurance,5,5337
Third Party insurance,5,5338
Third Party insurance,5,5339
Third Party insurance,5,5340
Third Party insurance,5,5341
Comprehensive,5,5342
Third Party insurance,5,5343
Third Party insurance,7,5344
Comprehensive,7,5345
Comprehensive,5,5346
Third Party insurance,5,5347
Third Party insurance,5,5348
Comprehensive,7,5349
Third Party insurance,5,5350
Third Party insurance,5,5351
Comprehensive,5,5352
Third Party insurance,5,5353
Third Party,6,5354
Third Party insurance,5,5355
Comprehensive,5,5356
Third Party insurance,5,5357
Comprehensive,5,5358
Third Party insurance,5,5359
Comprehensive,5,5360
Comprehensive,5,5361
Third Party insurance,5,5362
Third Party insurance,5,5363
Third Party insurance,5,5364
Comprehensive,5,5365
Third Party insurance,5,5366
Third Party,5,5367
Third Party insurance,5,5368
Third Party insurance,5,5369
Third Party,5,5370
Comprehensive,5,5371
Comprehensive,5,5372
Third Party insurance,5,5373
Third Party insurance,5,5374
Comprehensive,5,5375
Third Party insurance,5,5376
Comprehensive,5,5377
Third Party insurance,7,5378
Comprehensive,5,5379
Comprehensive,5,5380
Comprehensive,5,5381
Comprehensive,5,5382
Not Available,5,5383
Third Party insurance,5,5384
Third Party insurance,5,5385
Comprehensive,5,5386
Comprehensive,5,5387
Comprehensive,5,5388
Comprehensive,5,5389
Third Party insurance,5,5390
Comprehensive,5,5391
Third Party insurance,5,5392
Third Party insurance,5,5393
Third Party insurance,5,5394
Comprehensive,5,5395
Comprehensive,5,5396
Third Party insurance,5,5397
Third Party insurance,9,5398
Comprehensive,5,5399
Third Party insurance,5,5400
Third Party insurance,5,5401
Third Party insurance,5,5402
Not Available,5,5403
Comprehensive,5,5404
Comprehensive,5,5405
Third Party insurance,5,5406
Third Party insurance,5,5407
Third Party insurance,5,5408
Third Party insurance,5,5409
Third Party insurance,4,5410
Third Party insurance,5,5411
Zero Dep,5,5412
Third Party insurance,5,5413
Third Party,5,5414
Third Party,5,5415
Third Party insurance,5,5416
Third Party insurance,5,5417
Comprehensive,5,5418
Third Party insurance,5,5419
Third Party insurance,5,5420
Third Party insurance,5,5421
Comprehensive,5,5422
Third Party insurance,5,5423
Third Party insurance,5,5424
Third Party insurance,5,5425
Third Party insurance,5,5426
Third Party,5,5427
Third Party insurance,5,5428
Third Party insurance,5,5429
Third Party insurance,6,5430
Third Party insurance,5,5431
Zero Dep,5,5432
Third Party insurance,5,5433
Third Party,5,5434
Comprehensive,5,5435
Third Party insurance,5,5436
Comprehensive,5,5437
Third Party insurance,5,5438
Third Party insurance,5,5439
Third Party insurance,7,5440
Third Party insurance,5,5441
Third Party insurance,4,5442
Third Party,5,5443
Third Party insurance,5,5444
Third Party insurance,5,5445
Third Party insurance,5,5446
Third Party,5,5447
Comprehensive,5,5448
Comprehensive,5,5449
Third Party,5,5450
Comprehensive,5,5451
Comprehensive,5,5452
Comprehensive,5,5453
Third Party,5,5454
Comprehensive,7,5455
Zero Dep,5,5456
Comprehensive,7,5457
Third Party insurance,7,5458
Third Party insurance,5,5459
Comprehensive,5,5460
Third Party,5,5461
Third Party insurance,5,5462
Third Party insurance,6,5463
Third Party insurance,5,5464
Third Party insurance,5,5465
Third Party,5,5466
Comprehensive,5,5467
Third Party,5,5468
Zero Dep,5,5469
Not Available,5,5470
Third Party,5,5471
Third Party insurance,5,5472
Third Party insurance,5,5473
Comprehensive,5,5474
Third Party insurance,5,5475
Third Party,5,5476
Not Available,5,5477
Third Party insurance,5,5478
Third Party insurance,5,5479
Third Party insurance,5,5480
Third Party insurance,5,5481
Third Party,6,5482
Third Party insurance,5,5483
Third Party insurance,5,5484
Comprehensive,5,5485
Comprehensive,5,5486
Comprehensive,5,5487
Zero Dep,5,5488
Third Party insurance,5,5489
Third Party insurance,5,5490
Comprehensive,5,5491
Comprehensive,5,5492
Third Party insurance,5,5493
Third Party insurance,5,5494
Third Party insurance,5,5495
Third Party,5,5496
Third Party insurance,7,5497
Third Party insurance,5,5498
Third Party insurance,5,5499
Third Party insurance,5,5500
Comprehensive,5,5501
Third Party insurance,5,5502
Third Party insurance,7,5503
Third Party,5,5504
Third Party insurance,5,5505
Third Party insurance,5,5506
Third Party insurance,5,5507
Third Party,5,5508
Comprehensive,5,5509
Third Party insurance,5,5510
Zero Dep,5,5511
Comprehensive,5,5512
Comprehensive,5,5513
Zero Dep,5,5514
Third Party insurance,5,5515
Third Party insurance,5,5516
Third Party insurance,5,5517
Third Party insurance,5,5518
Third Party insurance,5,5519
Third Party insurance,5,5520
Third Party insurance,5,5521
Third Party insurance,5,5522
Third Party insurance,7,5523
Third Party insurance,5,5524
Third Party,5,5525
Third Party insurance,5,5526
Third Party insurance,5,5527
Third Party,5,5528
Third Party,5,5529
Third Party insurance,5,5530
Zero Dep,5,5531
Third Party insurance,5,5532
Comprehensive,5,5533
Third Party insurance,5,5534
Comprehensive,5,5535
Zero Dep,5,5536
Third Party insurance,5,5537
Not Available,5,5538
Third Party,5,5539
Third Party insurance,7,5540
Comprehensive,6,5541
Third Party insurance,5,5542
Comprehensive,5,5543
Comprehensive,7,5544
Zero Dep,5,5545
Comprehensive,5,5546
Third Party insurance,5,5547
Third Party insurance,5,5548
Zero Dep,5,5549
Third Party insurance,5,5550
Third Party insurance,5,5551
Comprehensive,5,5552
Comprehensive,5,5553
Comprehensive,5,5554
Third Party insurance,8,5555
Third Party insurance,5,5556
Third Party insurance,5,5557
Third Party insurance,5,5558
Comprehensive,5,5559
Comprehensive,5,5560
Comprehensive,5,5561
Third Party insurance,5,5562
Third Party insurance,5,5563
Not Available,5,5564
Third Party insurance,5,5565
Third Party insurance,5,5566
Third Party insurance,5,5567
Comprehensive,5,5568
Third Party insurance,5,5569
Third Party insurance,7,5570
Third Party insurance,5,5571
Third Party insurance,5,5572
Third Party insurance,5,5573
Third Party insurance,5,5574
Third Party insurance,6,5575
Comprehensive,5,5576
Third Party insurance,5,5577
Third Party insurance,5,5578
Third Party insurance,5,5579
Third Party insurance,7,5580
Third Party insurance,5,5581
Third Party,7,5582
Third Party insurance,5,5583
Third Party insurance,5,5584
Third Party insurance,5,5585
Third Party insurance,5,5586
Third Party insurance,5,5587
Zero Dep,5,5588
Third Party insurance,5,5589
Third Party insurance,5,5590
Third Party,5,5591
Third Party insurance,5,5592
Zero Dep,5,5593
Third Party insurance,5,5594
Third Party insurance,5,5595
Third Party insurance,5,5596
Third Party insurance,7,5597
Third Party insurance,5,5598
Third Party insurance,5,5599
Third Party insurance,5,5600
Third Party insurance,5,5601
Third Party insurance,5,5602
Third Party insurance,5,5603
Third Party insurance,5,5604
Third Party,5,5605
Third Party insurance,5,5606
Third Party insurance,5,5607
Comprehensive,5,5608
Third Party,5,5609
Third Party insurance,5,5610
Third Party insurance,5,5611
Third Party insurance,5,5612
Third Party insurance,5,5613
Third Party,5,5614
Third Party insurance,8,5615
Comprehensive,5,5616
Third Party insurance,5,5617
Third Party insurance,5,5618
Comprehensive,5,5619
Comprehensive,5,5620
Comprehensive,5,5621
Third Party insurance,5,5622
Third Party insurance,5,5623
Third Party insurance,5,5624
Third Party insurance,5,5625
Third Party,5,5626
Comprehensive,5,5627
Third Party insurance,5,5628
Third Party insurance,5,5629
Third Party insurance,5,5630
Third Party,5,5631
Third Party insurance,5,5632
Comprehensive,5,5633
Zero Dep,5,5634
Third Party insurance,4,5635
Comprehensive,5,5636
Third Party insurance,5,5637
Comprehensive,7,5638
Comprehensive,5,5639
Third Party insurance,5,5640
Third Party insurance,5,5641
Third Party insurance,6,5642
Third Party insurance,5,5643
Third Party insurance,5,5644
Comprehensive,5,5645
Third Party insurance,5,5646
Comprehensive,5,5647
Third Party insurance,5,5648
Comprehensive,5,5649
Comprehensive,5,5650
Zero Dep,5,5651
Comprehensive,5,5652
Comprehensive,5,5653
Third Party insurance,5,5654
Third Party insurance,5,5655
Zero Dep,5,5656
Comprehensive,5,5657
Zero Dep,5,5658
Third Party insurance,5,5659
Third Party,5,5660
Third Party insurance,5,5661
Comprehensive,6,5662
Third Party insurance,5,5663
Third Party insurance,5,5664
Third Party,5,5665
Third Party,5,5666
Third Party insurance,5,5667
Comprehensive,5,5668
Comprehensive,5,5669
Third Party insurance,5,5670
Third Party,5,5671
Third Party,5,5672
Third Party insurance,5,5673
Third Party,5,5674
Third Party insurance,5,5675
Third Party insurance,5,5676
Third Party insurance,5,5677
Third Party insurance,5,5678
Comprehensive,5,5679
Third Party insurance,5,5680
Third Party insurance,7,5681
Comprehensive,7,5682
Third Party insurance,5,5683
Third Party insurance,5,5684
Zero Dep,5,5685
Third Party,5,5686
Comprehensive,5,5687
Third Party insurance,5,5688
Third Party,5,5689
Comprehensive,5,5690
Third Party,5,5691
Third Party insurance,5,5692
Third Party insurance,5,5693
Comprehensive,5,5694
Third Party insurance,5,5695
Third Party insurance,5,5696
Third Party insurance,5,5697
Third Party insurance,5,5698
Third Party insurance,7,5699
Not Available,5,5700
Third Party insurance,5,5701
Third Party insurance,5,5702
Third Party insurance,7,5703
Third Party insurance,5,5704
Comprehensive,5,5705
Third Party insurance,8,5706
Comprehensive,5,5707
Third Party insurance,5,5708
Third Party insurance,5,5709
Comprehensive,5,5710
Third Party insurance,5,5711
Third Party insurance,5,5712
Comprehensive,5,5713
Third Party insurance,5,5714
Comprehensive,5,5715
Third Party insurance,5,5716
Third Party insurance,5,5717
Third Party insurance,5,5718
Third Party insurance,5,5719
Third Party insurance,5,5720
Third Party insurance,5,5721
Comprehensive,5,5722
Third Party insurance,5,5723
Zero Dep,5,5724
Comprehensive,5,5725
Third Party insurance,5,5726
Comprehensive,5,5727
Third Party insurance,5,5728
Third Party insurance,5,5729
Third Party insurance,5,5730
Third Party insurance,5,5731
Comprehensive,5,5732
Third Party insurance,5,5733
Third Party insurance,5,5734
Third Party insurance,5,5735
Third Party insurance,5,5736
Third Party insurance,5,5737
Third Party insurance,5,5738
Third Party insurance,7,5739
Third Party insurance,5,5740
Zero Dep,5,5741
Third Party insurance,4,5742
Third Party insurance,5,5743
Comprehensive,5,5744
Third Party insurance,5,5745
Third Party insurance,5,5746
Third Party insurance,5,5747
Comprehensive,5,5748
Third Party insurance,5,5749
Third Party insurance,5,5750
Comprehensive,7,5751
Comprehensive,5,5752
Third Party,5,5753
Third Party insurance,5,5754
Third Party insurance,5,5755
Third Party insurance,5,5756
Third Party insurance,8,5757
Third Party insurance,5,5758
Third Party insurance,5,5759
Third Party insurance,5,5760
Third Party insurance,7,5761
Third Party insurance,5,5762
Third Party insurance,5,5763
Third Party insurance,5,5764
Comprehensive,5,5765
Third Party insurance,5,5766
Comprehensive,5,5767
Zero Dep,5,5768
Third Party,5,5769
Comprehensive,5,5770
Third Party insurance,5,5771
Third Party insurance,5,5772
Comprehensive,5,5773
Third Party insurance,5,5774
Third Party,5,5775
Comprehensive,5,5776
Third Party insurance,5,5777
Third Party insurance,5,5778
Third Party insurance,5,5779
Third Party insurance,5,5780
Third Party insurance,5,5781
Third Party insurance,5,5782
Comprehensive,5,5783
Comprehensive,5,5784
Third Party,5,5785
Third Party insurance,5,5786
Third Party insurance,5,5787
Third Party insurance,5,5788
Not Available,5,5789
Comprehensive,5,5790
Comprehensive,5,5791
Comprehensive,5,5792
Comprehensive,5,5793
Third Party insurance,5,5794
Third Party insurance,5,5795
Third Party insurance,5,5796
Third Party insurance,5,5797
Third Party,5,5798
Third Party,5,5799
Third Party insurance,6,5800
Comprehensive,5,5801
Comprehensive,5,5802
Third Party insurance,5,5803
Third Party insurance,5,5804
Third Party insurance,7,5805
Third Party,5,5806
Comprehensive,5,5807
Third Party insurance,5,5808
Third Party,5,5809
Third Party insurance,5,5810
Third Party insurance,5,5811
Third Party insurance,5,5812
Third Party insurance,5,5813
Third Party insurance,5,5814
Third Party insurance,5,5815
Third Party insurance,5,5816
Third Party insurance,5,5817
Comprehensive,5,5818
Comprehensive,5,5819
Third Party insurance,5,5820
Third Party insurance,5,5821
Third Party insurance,5,5822
Third Party,5,5823
Third Party insurance,5,5824
Third Party,5,5825
Comprehensive,5,5826
Third Party insurance,5,5827
Zero Dep,5,5828
Third Party insurance,5,5829
Third Party insurance,7,5830
Third Party insurance,5,5831
Third Party insurance,5,5832
Third Party insurance,5,5833
Third Party,5,5834
Third Party insurance,5,5835
Third Party insurance,5,5836
Comprehensive,5,5837
Third Party insurance,5,5838
Third Party insurance,5,5839
Third Party,7,5840
Comprehensive,5,5841
Third Party insurance,5,5842
Comprehensive,5,5843
Not Available,5,5844
Comprehensive,5,5845
Third Party,5,5846
Third Party insurance,5,5847
Comprehensive,5,5848
Third Party insurance,5,5849
Third Party insurance,5,5850
Third Party insurance,5,5851
Third Party insurance,5,5852
Third Party insurance,5,5853
Third Party,5,5854
Third Party insurance,5,5855
Comprehensive,5,5856
Comprehensive,5,5857
Third Party insurance,5,5858
Third Party insurance,5,5859
Third Party insurance,5,5860
Third Party insurance,5,5861
Third Party insurance,5,5862
Third Party insurance,5,5863
Third Party,5,5864
Third Party insurance,5,5865
Third Party insurance,5,5866
Third Party insurance,5,5867
Third Party,5,5868
Third Party insurance,5,5869
Third Party insurance,5,5870
Third Party insurance,5,5871
Third Party insurance,5,5872
Third Party insurance,5,5873
Third Party insurance,5,5874
Third Party insurance,5,5875
Third Party,5,5876
Third Party insurance,5,5877
Third Party insurance,5,5878
Third Party insurance,5,5879
Comprehensive,5,5880
Third Party insurance,5,5881
Comprehensive,5,5882
Third Party insurance,5,5883
Comprehensive,5,5884
Comprehensive,5,5885
Comprehensive,5,5886
Comprehensive,5,5887
Third Party insurance,5,5888
Third Party insurance,7,5889
Third Party insurance,5,5890
Third Party insurance,7,5891
Third Party insurance,5,5892
Third Party insurance,5,5893
Third Party insurance,5,5894
Third Party insurance,5,5895
Third Party insurance,8,5896
Comprehensive,5,5897
Comprehensive,5,5898
Third Party insurance,5,5899
Third Party insurance,5,5900
